Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
Mapping project name,ESCO - SE NOC,,,,,,
Mapping project author,default-author,,,,,,
Mapping project version,,,,,,,
Mapping project version date,csv_generator$today@1751f89f,,,,,,
Classification 1 Name,Esco - yrken,,,,,,
Classification 1 Concept type,Occupation,,,,,,
Classification 1 Version,1.1.1,,,,,,
Classification 1 Language,sv,,,,,,
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation,,,,,,
Classification 2 Name,Swedish Standard Classification of Occupations 2012,,,,,,
Classification 2 Concept type,Occupation,,,,,,
Classification 2 Version,18,,,,,,
Classification 2 Language,sv,,,,,,
Classification 2 Landing page,https://atlas.jobtechdev.se/,,,,,,
,,,,,,,
,,,,,,,
Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 URI,Classification 2 PrefLabel,Classification 2 URL,Mapping relation,Editorial note
http://data.europa.eu/esco/isco/C7231,Motorfordonsmekaniker och montörer,http://data.europa.eu/esco/isco/C7231,http://data.jobtechdev.se/taxonomy/concept/wseg_bur_Egm,Mopedmekaniker,http://data.jobtechdev.se/taxonomy/concept/wseg_bur_Egm,skos:narrowMatch,
http://data.europa.eu/esco/occupation/23e692a9-a242-4d4f-988f-ed562f757864,tolk,http://data.europa.eu/esco/occupation/23e692a9-a242-4d4f-988f-ed562f757864,http://data.jobtechdev.se/taxonomy/concept/SNvc_SeK_9aH,Sjukvårdstolk,http://data.jobtechdev.se/taxonomy/concept/SNvc_SeK_9aH,skos:narrowMatch,
http://data.europa.eu/esco/isco/C1343,Chefer inom äldrevård,http://data.europa.eu/esco/isco/C1343,http://data.jobtechdev.se/taxonomy/concept/J9hX_byC_fkn,Servicehusföreståndare,http://data.jobtechdev.se/taxonomy/concept/J9hX_byC_fkn,skos:narrowMatch,
http://data.europa.eu/esco/isco/C2269,Övriga hälso- sjukvårdsspecialister,http://data.europa.eu/esco/isco/C2269,http://data.jobtechdev.se/taxonomy/concept/3EeV_kzS_zag,Naprapat,http://data.jobtechdev.se/taxonomy/concept/3EeV_kzS_zag,skos:narrowMatch,
http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba,specialistsjuksköterska,http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba,http://data.jobtechdev.se/taxonomy/concept/t3qY_aWP_PJB,Stomiterapeut,http://data.jobtechdev.se/taxonomy/concept/t3qY_aWP_PJB,skos:narrowMatch,
http://data.europa.eu/esco/isco/C2636,Präster m.fl.,http://data.europa.eu/esco/isco/C2636,http://data.jobtechdev.se/taxonomy/concept/nJLf_hR9_Rnp,Pastorsadjunkt,http://data.jobtechdev.se/taxonomy/concept/nJLf_hR9_Rnp,skos:narrowMatch,
http://data.europa.eu/esco/occupation/574f3232-1d07-4034-8cac-c57ddbfff192,analytisk kemist,http://data.europa.eu/esco/occupation/574f3232-1d07-4034-8cac-c57ddbfff192,http://data.jobtechdev.se/taxonomy/concept/KZsj_HrG_iKS,Analytisk kemist,http://data.jobtechdev.se/taxonomy/concept/KZsj_HrG_iKS,skos:exactMatch,
http://data.europa.eu/esco/isco/C2635,Socialsekreterare och kuratorer,http://data.europa.eu/esco/isco/C2635,http://data.jobtechdev.se/taxonomy/concept/NzUp_Gcr_4Hw,Familjehemssekreterare,http://data.jobtechdev.se/taxonomy/concept/NzUp_Gcr_4Hw,skos:narrowMatch,
http://data.europa.eu/esco/occupation/11833a96-fc27-4b03-a53d-892ac891a2bb,produktionstekniker,http://data.europa.eu/esco/occupation/11833a96-fc27-4b03-a53d-892ac891a2bb,http://data.jobtechdev.se/taxonomy/concept/rBpK_cfG_2v9,"Produktionsingenjör, bygg",http://data.jobtechdev.se/taxonomy/concept/rBpK_cfG_2v9,skos:exactMatch,
http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,kemist,http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,http://data.jobtechdev.se/taxonomy/concept/2HAP_3Fe_duM,Strukturkemist,http://data.jobtechdev.se/taxonomy/concept/2HAP_3Fe_duM,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6a29d804-f775-446c-bec7-35fc4e28ac97,företagskonsult,http://data.europa.eu/esco/occupation/6a29d804-f775-446c-bec7-35fc4e28ac97,http://data.jobtechdev.se/taxonomy/concept/yc4h_BH7_yq6,Företagskonsult,http://data.jobtechdev.se/taxonomy/concept/yc4h_BH7_yq6,skos:exactMatch,
http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e,genetiker,http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e,http://data.jobtechdev.se/taxonomy/concept/Dhyj_JLZ_JA6,Ärftlighetsforskare,http://data.jobtechdev.se/taxonomy/concept/Dhyj_JLZ_JA6,skos:narrowMatch,
http://data.europa.eu/esco/isco/C1343,Chefer inom äldrevård,http://data.europa.eu/esco/isco/C1343,http://data.jobtechdev.se/taxonomy/concept/iqE3_kXw_wPM,"Enhetschef, hemtjänst/Områdeschef, hemtjänst",http://data.jobtechdev.se/taxonomy/concept/iqE3_kXw_wPM,skos:narrowMatch,
http://data.europa.eu/esco/occupation/21af40bb-2ae3-4fc7-9b28-d2cdd8308912,marknadskoordinator,http://data.europa.eu/esco/occupation/21af40bb-2ae3-4fc7-9b28-d2cdd8308912,http://data.jobtechdev.se/taxonomy/concept/3abF_Jyu_WtS,Marknadskoordinator,http://data.jobtechdev.se/taxonomy/concept/3abF_Jyu_WtS,skos:exactMatch,
http://data.europa.eu/esco/isco/C2266,Audionomer och logopeder,http://data.europa.eu/esco/isco/C2266,http://data.jobtechdev.se/taxonomy/concept/hEZU_XUN_X3b,Audionom,http://data.jobtechdev.se/taxonomy/concept/hEZU_XUN_X3b,skos:narrowMatch,
http://data.europa.eu/esco/isco/C2432,"Informatörer, kommunikatörer och PR-specialister",http://data.europa.eu/esco/isco/C2432,http://data.jobtechdev.se/taxonomy/concept/64i5_ex4_BP9,Kommunikationsstrateg,http://data.jobtechdev.se/taxonomy/concept/64i5_ex4_BP9,skos:narrowMatch,
http://data.europa.eu/esco/isco/C1112,"General-, landstings- och kommundirektörer m.fl.",http://data.europa.eu/esco/isco/C1112,http://data.jobtechdev.se/taxonomy/concept/1YZp_JJt_Nen,Riksbibliotekarie,http://data.jobtechdev.se/taxonomy/concept/1YZp_JJt_Nen,skos:narrowMatch,
http://data.europa.eu/esco/occupation/9703fe09-51fd-4d00-a2a1-99ba809521ac,"butikschef, idrotts- och fritidsutrustning",http://data.europa.eu/esco/occupation/9703fe09-51fd-4d00-a2a1-99ba809521ac,http://data.jobtechdev.se/taxonomy/concept/WWVG_4sM_faC,Butikschef,http://data.jobtechdev.se/taxonomy/concept/WWVG_4sM_faC,skos:broadMatch,
http://data.europa.eu/esco/occupation/e1fdca51-a0e1-4bea-822f-82a090ece780,husdjursagronom,http://data.europa.eu/esco/occupation/e1fdca51-a0e1-4bea-822f-82a090ece780,http://data.jobtechdev.se/taxonomy/concept/6FK9_Dya_PEL,Husdjursrådgivare/Husdjurskonsulent,http://data.jobtechdev.se/taxonomy/concept/6FK9_Dya_PEL,skos:exactMatch,
http://data.europa.eu/esco/occupation/b1c80369-067e-4041-84c8-dbe65640a5d8,IKT-konsult,http://data.europa.eu/esco/occupation/b1c80369-067e-4041-84c8-dbe65640a5d8,http://data.jobtechdev.se/taxonomy/concept/6CfM_iwp_hDJ,"Verksamhetskonsult, IT",http://data.jobtechdev.se/taxonomy/concept/6CfM_iwp_hDJ,skos:exactMatch,
http://data.europa.eu/esco/occupation/d1b1dfdf-7d60-430a-b569-7dd71b2ebeaa,kostymdesigner,http://data.europa.eu/esco/occupation/d1b1dfdf-7d60-430a-b569-7dd71b2ebeaa,http://data.jobtechdev.se/taxonomy/concept/PhYb_nma_zEu,Kostymdesigner/Kostymtecknare,http://data.jobtechdev.se/taxonomy/concept/PhYb_nma_zEu,skos:exactMatch,
http://data.europa.eu/esco/isco/C3123,Arbetsledare inom bygg och anläggning,http://data.europa.eu/esco/isco/C3123,http://data.jobtechdev.se/taxonomy/concept/k7aW_toR_PPm,"Arbetsledare, husbyggnad",http://data.jobtechdev.se/taxonomy/concept/k7aW_toR_PPm,skos:narrowMatch,
http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505,flygvapenofficer,http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505,http://data.jobtechdev.se/taxonomy/concept/fsDP_fPf_xfC,Officer,http://data.jobtechdev.se/taxonomy/concept/fsDP_fPf_xfC,skos:broadMatch,
http://data.europa.eu/esco/occupation/cc844eb8-c81d-40ff-af3d-119700e60f23,kostymör,http://data.europa.eu/esco/occupation/cc844eb8-c81d-40ff-af3d-119700e60f23,http://data.jobtechdev.se/taxonomy/concept/PhYb_nma_zEu,Kostymdesigner/Kostymtecknare,http://data.jobtechdev.se/taxonomy/concept/PhYb_nma_zEu,skos:closeMatch,
http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,riksdagsledamot,http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,http://data.jobtechdev.se/taxonomy/concept/ejV5_Uzv_U6k,Riksdagsledamot,http://data.jobtechdev.se/taxonomy/concept/ejV5_Uzv_U6k,skos:exactMatch,
http://data.europa.eu/esco/isco/C2153,"Civilingenjörer m.fl., teleteknik",http://data.europa.eu/esco/isco/C2153,http://data.jobtechdev.se/taxonomy/concept/Fy1A_qaK_t5R,"Besiktningsingenjör, el-tele",http://data.jobtechdev.se/taxonomy/concept/Fy1A_qaK_t5R,skos:narrowMatch,
http://data.europa.eu/esco/occupation/de80bbf0-447d-4a6a-845a-fdba4e0dc30c,varumärkeschef,http://data.europa.eu/esco/occupation/de80bbf0-447d-4a6a-845a-fdba4e0dc30c,http://data.jobtechdev.se/taxonomy/concept/zLyw_T7R_jsv,Marknadsundersökare,http://data.jobtechdev.se/taxonomy/concept/zLyw_T7R_jsv,skos:exactMatch,
http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,universitets- och högskolelektor,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,http://data.jobtechdev.se/taxonomy/concept/9kWY_X1U_RyC,Universitets- och högskolelektor,http://data.jobtechdev.se/taxonomy/concept/9kWY_X1U_RyC,skos:exactMatch,
http://data.europa.eu/esco/occupation/93e4e70b-aae4-4fdc-8037-e48e7077564e,transportplanerare,http://data.europa.eu/esco/occupation/93e4e70b-aae4-4fdc-8037-e48e7077564e,http://data.jobtechdev.se/taxonomy/concept/1awg_QKB_bkw,"Trafikplanerare, offentlig förvaltning",http://data.jobtechdev.se/taxonomy/concept/1awg_QKB_bkw,skos:exactMatch,
http://data.europa.eu/esco/isco/C2511,Systemutvecklare och analytiker,http://data.europa.eu/esco/isco/C2511,http://data.jobtechdev.se/taxonomy/concept/WoBk_fWz_nrt,GIS-utvecklare,http://data.jobtechdev.se/taxonomy/concept/WoBk_fWz_nrt,skos:narrowMatch,
http://data.europa.eu/esco/occupation/a79e7622-2307-44e2-94cc-d1ff1caf655a,"direktör, ungdomsprogram",http://data.europa.eu/esco/occupation/a79e7622-2307-44e2-94cc-d1ff1caf655a,http://data.jobtechdev.se/taxonomy/concept/fDGH_PER_r6n,Chefer inom socialtjänst,http://data.jobtechdev.se/taxonomy/concept/fDGH_PER_r6n,skos:broadMatch,
http://data.europa.eu/esco/occupation/80d880ec-3bae-45a2-a2d3-41345ee0b319,naturvårdshandläggare,http://data.europa.eu/esco/occupation/80d880ec-3bae-45a2-a2d3-41345ee0b319,http://data.jobtechdev.se/taxonomy/concept/Zme8_ZCs_itg,Naturvårdshandläggare,http://data.jobtechdev.se/taxonomy/concept/Zme8_ZCs_itg,skos:exactMatch,
http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,redovisningschef,http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,http://data.jobtechdev.se/taxonomy/concept/Ld9h_41y_zvw,Redovisningschef,http://data.jobtechdev.se/taxonomy/concept/Ld9h_41y_zvw,skos:exactMatch,
http://data.europa.eu/esco/occupation/e04bca7b-c0c7-454d-9d15-dfb64a30dc0a,"distributionschef, jordbruksmaskiner och utrustning",http://data.europa.eu/esco/occupation/e04bca7b-c0c7-454d-9d15-dfb64a30dc0a,http://data.jobtechdev.se/taxonomy/concept/TN3u_buC_wJF,"Distributionschef, logistik och transporter",http://data.jobtechdev.se/taxonomy/concept/TN3u_buC_wJF,skos:broadMatch,
http://data.europa.eu/esco/isco/C2422,Planerare och utredare,http://data.europa.eu/esco/isco/C2422,http://data.jobtechdev.se/taxonomy/concept/dbJy_8L3_Nkb,Förbundssekreterare,http://data.jobtechdev.se/taxonomy/concept/dbJy_8L3_Nkb,skos:narrowMatch,
http://data.europa.eu/esco/occupation/d0e85fe6-78e3-4218-b21a-99b75438b775,"chef, värdepappersbolag",http://data.europa.eu/esco/occupation/d0e85fe6-78e3-4218-b21a-99b75438b775,http://data.jobtechdev.se/taxonomy/concept/nvUH_JLD_s4F,Verkställande direktör/VD,http://data.jobtechdev.se/taxonomy/concept/nvUH_JLD_s4F,skos:broadMatch,
http://data.europa.eu/esco/occupation/24d39e12-e104-49d3-8224-8b7a5f9b99d1,bibliotekschef,http://data.europa.eu/esco/occupation/24d39e12-e104-49d3-8224-8b7a5f9b99d1,http://data.jobtechdev.se/taxonomy/concept/XD6m_HWn_MWh,Överbibliotekarie,http://data.jobtechdev.se/taxonomy/concept/XD6m_HWn_MWh,skos:narrowMatch,
http://data.europa.eu/esco/occupation/59c724f9-0cfe-4d51-8a7f-9ee182d9e2c2,teckenspråkslärare,http://data.europa.eu/esco/occupation/59c724f9-0cfe-4d51-8a7f-9ee182d9e2c2,http://data.jobtechdev.se/taxonomy/concept/KAF2_Th5_aiq,Teckenspråkslärare,http://data.jobtechdev.se/taxonomy/concept/KAF2_Th5_aiq,skos:exactMatch,
http://data.europa.eu/esco/isco/C2352,Speciallärare m.fl.,http://data.europa.eu/esco/isco/C2352,http://data.jobtechdev.se/taxonomy/concept/BgiX_vEt_6Ko,Läkepedagog,http://data.jobtechdev.se/taxonomy/concept/BgiX_vEt_6Ko,skos:narrowMatch,
http://data.europa.eu/esco/occupation/4f89b0d2-b666-4890-af01-25d1d60da1f3,statsvetare,http://data.europa.eu/esco/occupation/4f89b0d2-b666-4890-af01-25d1d60da1f3,http://data.jobtechdev.se/taxonomy/concept/UCjr_cqw_SHj,"Forskare, statskunskap",http://data.jobtechdev.se/taxonomy/concept/UCjr_cqw_SHj,skos:exactMatch,
http://data.europa.eu/esco/occupation/03632d98-0ae3-4dd2-941c-3b48de9a0219,produktionsledare,http://data.europa.eu/esco/occupation/03632d98-0ae3-4dd2-941c-3b48de9a0219,http://data.jobtechdev.se/taxonomy/concept/ZCjB_SX4_Mjj,"Produktionsledare: kultur, media, film",http://data.jobtechdev.se/taxonomy/concept/ZCjB_SX4_Mjj,skos:narrowMatch,
http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96,chef för livsmedelstillverkning,http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96,http://data.jobtechdev.se/taxonomy/concept/QayB_ePX_WfY,Chefer inom tillverkning,http://data.jobtechdev.se/taxonomy/concept/QayB_ePX_WfY,skos:broadMatch,
http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,"handläggare, offentlig förvaltning",http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,http://data.jobtechdev.se/taxonomy/concept/L5t3_Vf6_qZq,Kommunsekreterare,http://data.jobtechdev.se/taxonomy/concept/L5t3_Vf6_qZq,skos:closeMatch,
http://data.europa.eu/esco/occupation/6336c205-46bd-42f6-9e67-6b0be6e7618c,hydrogeolog,http://data.europa.eu/esco/occupation/6336c205-46bd-42f6-9e67-6b0be6e7618c,http://data.jobtechdev.se/taxonomy/concept/hiNZ_t7u_yLx,Hydrogeolog,http://data.jobtechdev.se/taxonomy/concept/hiNZ_t7u_yLx,skos:exactMatch,
http://data.europa.eu/esco/occupation/afee6a28-f654-4ac7-a665-f758616bc689,livsmedelstekniker,http://data.europa.eu/esco/occupation/afee6a28-f654-4ac7-a665-f758616bc689,http://data.jobtechdev.se/taxonomy/concept/87Wn_cyF_MUV,Livsmedelsingenjör,http://data.jobtechdev.se/taxonomy/concept/87Wn_cyF_MUV,skos:exactMatch,
http://data.europa.eu/esco/occupation/bcc2c1db-f969-4355-bebf-4878ff6c2a94,kundtjänstchef,http://data.europa.eu/esco/occupation/bcc2c1db-f969-4355-bebf-4878ff6c2a94,http://data.jobtechdev.se/taxonomy/concept/wtxi_ss9_8Cj,Kundtjänstchef,http://data.jobtechdev.se/taxonomy/concept/wtxi_ss9_8Cj,skos:exactMatch,
http://data.europa.eu/esco/occupation/c430500d-0b8b-4ef5-8f91-3e98cff32356,"importchef, tobaksvaror",http://data.europa.eu/esco/occupation/c430500d-0b8b-4ef5-8f91-3e98cff32356,http://data.jobtechdev.se/taxonomy/concept/SP9m_RM4_vJV,Importchef,http://data.jobtechdev.se/taxonomy/concept/SP9m_RM4_vJV,skos:broadMatch,
http://data.europa.eu/esco/isco/C1311,Driftchefer inom jordbruk och skogsbruk,http://data.europa.eu/esco/isco/C1311,http://data.jobtechdev.se/taxonomy/concept/GAuY_xyP_5bQ,"Distriktschef, skogsbruk",http://data.jobtechdev.se/taxonomy/concept/GAuY_xyP_5bQ,skos:narrowMatch,
http://data.europa.eu/esco/isco/C1222,"Informations-, kommunikations- och PR-chefer",http://data.europa.eu/esco/isco/C1222,http://data.jobtechdev.se/taxonomy/concept/ztMm_jqq_8Gh,Mediachef,http://data.jobtechdev.se/taxonomy/concept/ztMm_jqq_8Gh,skos:narrowMatch,
http://data.europa.eu/esco/occupation/58db3ac6-5217-4d46-8a4c-126598be1d13,"civilingenjör, elkraft",http://data.europa.eu/esco/occupation/58db3ac6-5217-4d46-8a4c-126598be1d13,http://data.jobtechdev.se/taxonomy/concept/FuJx_cGT_5im,"Civilingenjör, elkraft",http://data.jobtechdev.se/taxonomy/concept/FuJx_cGT_5im,skos:exactMatch,
http://data.europa.eu/esco/occupation/dab60fc6-c16e-4de7-b969-b323784f5a49,kategorichef,http://data.europa.eu/esco/occupation/dab60fc6-c16e-4de7-b969-b323784f5a49,http://data.jobtechdev.se/taxonomy/concept/xQP2_w9J_jbZ,Kategorichef/Kategoriansvarig,http://data.jobtechdev.se/taxonomy/concept/xQP2_w9J_jbZ,skos:exactMatch,
http://data.europa.eu/esco/occupation/7f0b46be-8b7a-4675-987d-89a8a7193730,"butikschef, musik och video",http://data.europa.eu/esco/occupation/7f0b46be-8b7a-4675-987d-89a8a7193730,http://data.jobtechdev.se/taxonomy/concept/WWVG_4sM_faC,Butikschef,http://data.jobtechdev.se/taxonomy/concept/WWVG_4sM_faC,skos:broadMatch,
http://data.europa.eu/esco/occupation/98ad0008-13d9-4e9b-94bf-4f4a5faae764,"driftschef, järnvägstransport",http://data.europa.eu/esco/occupation/98ad0008-13d9-4e9b-94bf-4f4a5faae764,http://data.jobtechdev.se/taxonomy/concept/TN3u_buC_wJF,"Distributionschef, logistik och transporter",http://data.jobtechdev.se/taxonomy/concept/TN3u_buC_wJF,skos:broadMatch,
http://data.europa.eu/esco/occupation/771955d9-e988-47f3-b60f-207adb2cd571,"chef, fritidsanläggning",http://data.europa.eu/esco/occupation/771955d9-e988-47f3-b60f-207adb2cd571,http://data.jobtechdev.se/taxonomy/concept/erNK_nBe_14k,"Chefer för sport-, fritids- och kulturcenter",http://data.jobtechdev.se/taxonomy/concept/erNK_nBe_14k,skos:broadMatch,
http://data.europa.eu/esco/isco/C2636,Präster m.fl.,http://data.europa.eu/esco/isco/C2636,http://data.jobtechdev.se/taxonomy/concept/wA6t_jij_7q9,"Präst, romersk-katolsk kyrka",http://data.jobtechdev.se/taxonomy/concept/wA6t_jij_7q9,skos:narrowMatch,
http://data.europa.eu/esco/isco/C1213,Förvaltnings- och planeringschefer,http://data.europa.eu/esco/isco/C1213,http://data.jobtechdev.se/taxonomy/concept/f2EK_V1t_89m,Gatuchef,http://data.jobtechdev.se/taxonomy/concept/f2EK_V1t_89m,skos:narrowMatch,
http://data.europa.eu/esco/occupation/2a914d26-42aa-46b5-acf3-097d51ba4617,"civilingenjör, bygg",http://data.europa.eu/esco/occupation/2a914d26-42aa-46b5-acf3-097d51ba4617,http://data.jobtechdev.se/taxonomy/concept/bDCc_dTJ_qcd,"Civilingenjör, bygg",http://data.jobtechdev.se/taxonomy/concept/bDCc_dTJ_qcd,skos:exactMatch,
http://data.europa.eu/esco/occupation/c2efadc4-6f47-4f34-997b-dd80aba609dd,museipedagog,http://data.europa.eu/esco/occupation/c2efadc4-6f47-4f34-997b-dd80aba609dd,http://data.jobtechdev.se/taxonomy/concept/TFdz_Dvb_vwc,Museipedagog/Museilärare,http://data.jobtechdev.se/taxonomy/concept/TFdz_Dvb_vwc,skos:exactMatch,
http://data.europa.eu/esco/isco/C1324,Inköps- och distributionschefer m.fl.,http://data.europa.eu/esco/isco/C1324,http://data.jobtechdev.se/taxonomy/concept/zYzp_B3M_ujM,Leveranschef,http://data.jobtechdev.se/taxonomy/concept/zYzp_B3M_ujM,skos:narrowMatch,
http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba,specialistsjuksköterska,http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba,http://data.jobtechdev.se/taxonomy/concept/dAmo_ydH_Fko,Ambulanssjuksköterska,http://data.jobtechdev.se/taxonomy/concept/dAmo_ydH_Fko,skos:narrowMatch,
http://data.europa.eu/esco/occupation/b7744a45-a4ce-4037-b679-3d2377e17f31,"chef, stormarknad",http://data.europa.eu/esco/occupation/b7744a45-a4ce-4037-b679-3d2377e17f31,http://data.jobtechdev.se/taxonomy/concept/WWVG_4sM_faC,Butikschef,http://data.jobtechdev.se/taxonomy/concept/WWVG_4sM_faC,skos:exactMatch,
http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302,grundskollärare,http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302,http://data.jobtechdev.se/taxonomy/concept/VZoJ_4oe_xyR,"Lärare i grundskolan, årskurs 1-6",http://data.jobtechdev.se/taxonomy/concept/VZoJ_4oe_xyR,skos:narrowMatch,
http://data.europa.eu/esco/isco/C1221,Försäljnings- och marknadschefer,http://data.europa.eu/esco/isco/C1221,http://data.jobtechdev.se/taxonomy/concept/DcqL_E5d_uFe,Cityledare,http://data.jobtechdev.se/taxonomy/concept/DcqL_E5d_uFe,skos:narrowMatch,
http://data.europa.eu/esco/occupation/6833077e-e521-4605-bc1a-893f4b3d811c,"produktutvecklare, textil",http://data.europa.eu/esco/occupation/6833077e-e521-4605-bc1a-893f4b3d811c,http://data.jobtechdev.se/taxonomy/concept/32bC_YdL_JtU,Produktutvecklare,http://data.jobtechdev.se/taxonomy/concept/32bC_YdL_JtU,skos:broadMatch,
http://data.europa.eu/esco/isco/C3135,"Processövervakare, metallproduktion",http://data.europa.eu/esco/isco/C3135,http://data.jobtechdev.se/taxonomy/concept/onuw_42J_a1c,LD-operatör,http://data.jobtechdev.se/taxonomy/concept/onuw_42J_a1c,skos:narrowMatch,
http://data.europa.eu/esco/isco/C2152,"Civilingenjörer m.fl., elektronik",http://data.europa.eu/esco/isco/C2152,http://data.jobtechdev.se/taxonomy/concept/4bkL_eTC_tAq,"Projekteringsingenjör, el-tele och elektronik",http://data.jobtechdev.se/taxonomy/concept/4bkL_eTC_tAq,skos:narrowMatch,
http://data.europa.eu/esco/occupation/814205e9-8bd1-4653-bdbc-fd2f9e9a8225,"butikschef, kök och badrum",http://data.europa.eu/esco/occupation/814205e9-8bd1-4653-bdbc-fd2f9e9a8225,http://data.jobtechdev.se/taxonomy/concept/WWVG_4sM_faC,Butikschef,http://data.jobtechdev.se/taxonomy/concept/WWVG_4sM_faC,skos:broadMatch,
http://data.europa.eu/esco/occupation/6581aa0d-c807-4091-84cc-bc041f962ab1,sångare,http://data.europa.eu/esco/occupation/6581aa0d-c807-4091-84cc-bc041f962ab1,http://data.jobtechdev.se/taxonomy/concept/k3ZW_16R_riY,Sångare,http://data.jobtechdev.se/taxonomy/concept/k3ZW_16R_riY,skos:exactMatch,
http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statistiker,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,http://data.jobtechdev.se/taxonomy/concept/WEsx_vwS_nmr,Metodstatistiker,http://data.jobtechdev.se/taxonomy/concept/WEsx_vwS_nmr,skos:narrowMatch,
