Mapping project name,ESCO - SE NSC;
Mapping project author,default-author;
Mapping project version,N/A;
Mapping project version date,45243;
Classification 1 Name,Esco - kompetenser;
Classification 1 Concept type,Skills;
Classification 1 Version,1.0.9;
Classification 1 Language,sv;
Classification 1 Landing page,https://ec.europa.eu/esco/portal/skill;
Classification 2 Name,Swedish skills;
Classification 2 Concept type,Skill;
Classification 2 Version,21;
Classification 2 Language,sv;
Classification 2 Landing page,https://atlas.jobtechdev.se/;
,;
,;
Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 URI,Classification 2 PrefLabel,Classification 2 URL,Mapping relation,Editorial note;
http://data.europa.eu/esco/skill/407b1474-7cfb-4538-823b-7667604f0267,återställa miljön efter borrningstester,,http://data.jobtechdev.se/taxonomy/concept/S4Ku_uT7_yuV,Miljöteknik,,skos:broadMatch,;
http://data.europa.eu/esco/skill/407b1474-7cfb-4538-823b-7667604f0267,återställa miljön efter borrningstester,,http://data.jobtechdev.se/taxonomy/concept/jRX3_beU_Hz9,Miljösanering och återställande,,skos:broadMatch,;
http://data.europa.eu/esco/skill/0ddce721-52dd-485d-a2da-f3237c65dec7,återställa tänders naturliga färg,,http://data.jobtechdev.se/taxonomy/concept/nZbw_skg_yDf,Tandvård,,skos:broadMatch,;
http://data.europa.eu/esco/skill/8bd49d04-ab2f-4333-b5d9-12d716e4e2f6,återupplivning,,http://data.jobtechdev.se/taxonomy/concept/irju_S7Y_Xbr,Hjärt- och lungräddning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/44832432-3bcc-4e62-8696-0411dd28e4b7,återvinning av flytande naturgas,,http://data.jobtechdev.se/taxonomy/concept/GhjT_RnU_ZwV,Naturgasteknik,,skos:broadMatch,;
http://data.europa.eu/esco/skill/52a6ed58-d906-4905-a80c-4053247535a5,åtgärda mindre repor,,http://data.jobtechdev.se/taxonomy/concept/UPx7_WPj_h9V,Ytbehandling av träytor,,skos:broadMatch,;
http://data.europa.eu/esco/skill/04ba2e0a-a939-43ab-92fe-63f50b55c798,åtgärda tandförslitning,,http://data.jobtechdev.se/taxonomy/concept/nZbw_skg_yDf,Tandvård,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/89c64f74-7cd5-4fc1-adf4-48d1248dc937,åtgärda översvämningsskador,,http://data.jobtechdev.se/taxonomy/concept/YFLE_1xA_peL,""Räddningstjänst, erfarenhet"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/f8460277-3c9a-4be4-b203-600a2a295f47,åtgärder mot växtsjukdomar,,http://data.jobtechdev.se/taxonomy/concept/xCih_Ym5_jwb,Bekämpningsmetoder,,skos:broadMatch,;
http://data.europa.eu/esco/skill/3b2d77a8-6a61-48a0-af4b-e63bd083334f,ädelmetallegeringar,,http://data.jobtechdev.se/taxonomy/concept/t6ot_8TC_pKs,Metallurgisk teknik,,skos:broadMatch,;
http://data.europa.eu/esco/skill/3b2d77a8-6a61-48a0-af4b-e63bd083334f,ädelmetallegeringar,,http://data.jobtechdev.se/taxonomy/concept/Zchn_wqo_NUQ,Processmetallurgi,,skos:broadMatch,;
http://data.europa.eu/esco/skill/0d254d2f-f6c7-49ac-be0d-a2651c222f7a,ädelmetaller,,http://data.jobtechdev.se/taxonomy/concept/t6ot_8TC_pKs,Metallurgisk teknik,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/0d254d2f-f6c7-49ac-be0d-a2651c222f7a,ädelmetaller,,http://data.jobtechdev.se/taxonomy/concept/UKMF_Qya_o8n,""Drivning, ädelmetaller"",,skos:narrowMatch,";
http://data.europa.eu/esco/skill/0d254d2f-f6c7-49ac-be0d-a2651c222f7a,ädelmetaller,,http://data.jobtechdev.se/taxonomy/concept/nuhs_TvU_xhL,Ädelmetallgravyr,,skos:narrowMatch,;
"http://data.europa.eu/esco/skill/0d254d2f-f6c7-49ac-be0d-a2651c222f7a,ädelmetaller,,http://data.jobtechdev.se/taxonomy/concept/5BLR_uwd_9h4,""Smältning, ädelmetaller"",,skos:narrowMatch,";
http://data.europa.eu/esco/skill/69683c43-af05-4691-bb6c-9d71bf363bd7,ädelmetallers egenskaper,,http://data.jobtechdev.se/taxonomy/concept/1mg3_2g2_eAm,Bergteknik,,skos:closeMatch,;
"http://data.europa.eu/esco/skill/69683c43-af05-4691-bb6c-9d71bf363bd7,ädelmetallers egenskaper,,http://data.jobtechdev.se/taxonomy/concept/5BLR_uwd_9h4,""Smältning, ädelmetaller"",,skos:closeMatch,";
"http://data.europa.eu/esco/skill/69683c43-af05-4691-bb6c-9d71bf363bd7,ädelmetallers egenskaper,,http://data.jobtechdev.se/taxonomy/concept/UKMF_Qya_o8n,""Drivning, ädelmetaller"",,skos:closeMatch,";
http://data.europa.eu/esco/skill/47e349cb-b0a8-4877-b368-c30a2ee4668b,ädelstenar,,http://data.jobtechdev.se/taxonomy/concept/H3Kv_rjA_mhk,Gemmologi,,skos:exactMatch,;
http://data.europa.eu/esco/skill/fefff561-afff-4063-8904-0c507bf15d3d,ädelstensslipningar,,http://data.jobtechdev.se/taxonomy/concept/MZjE_ZRx_WQT,Ädelstensslipning,,skos:exactMatch,;
http://data.europa.eu/esco/skill/634865e0-2ec2-4b7f-bb7f-c196637f0f7b,äldres behov,,,,,no relation,;
http://data.europa.eu/esco/skill/c863e6a4-ddab-4314-bc9a-2f6b0aee143d,ändra dekorelement under föreställning,,http://data.jobtechdev.se/taxonomy/concept/whxX_bQP_jDU,Rekvisitörsuppgifter,,skos:broadMatch,;
http://data.europa.eu/esco/skill/db54a4d7-9ea9-4c3d-9bd9-9169e6c1fb4f,ändra eldistributionssystem,,http://data.jobtechdev.se/taxonomy/concept/9xBC_Q2v_wt6,Elgenererings- och distributionssystem,,skos:broadMatch,;
http://data.europa.eu/esco/skill/c1de3963-05eb-4e45-8496-58156a345fb1,ändra energiefterfrågan,,http://data.jobtechdev.se/taxonomy/concept/tNHP_38u_Pjt,Energiteknik,,skos:broadMatch,;
http://data.europa.eu/esco/skill/c1de3963-05eb-4e45-8496-58156a345fb1,ändra energiefterfrågan,,,,,no relation,;
"http://data.europa.eu/esco/skill/7e2f6f05-d6ef-45f3-a33c-5d6d0b07e1cf,ändra kläder,,http://data.jobtechdev.se/taxonomy/concept/fBVg_bGH_1Dm,""Ändringsarbeten, pälsar"",,skos:narrowMatch,";
"http://data.europa.eu/esco/skill/7e2f6f05-d6ef-45f3-a33c-5d6d0b07e1cf,ändra kläder,,http://data.jobtechdev.se/taxonomy/concept/dUhr_KgG_HSB,""Ändringsarbeten, skrädderi"",,skos:exactMatch,";
http://data.europa.eu/esco/skill/2feb46a1-a654-4ec0-bb69-19540fc35bda,ändra koncentration för pappersmassa,,http://data.jobtechdev.se/taxonomy/concept/5pEK_LCW_skF,Massakokning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/2feb46a1-a654-4ec0-bb69-19540fc35bda,ändra koncentration för pappersmassa,,http://data.jobtechdev.se/taxonomy/concept/1efL_8GX_UNT,Massaberedning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/c54b03a9-fe20-42af-9e8a-f8896af4a4f9,ändra prioriteringar,,,,,no relation,;
http://data.europa.eu/esco/skill/a47ad32e-a0f4-4d0a-b56c-75d8f09b87c2,ändra storlek på kopior,,http://data.jobtechdev.se/taxonomy/concept/z7Z3_6Ju_AJg,Plantryck,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/42b23922-1c40-4dbe-9e0c-7a568dfdf06b,ändra tekniska ritningar,,http://data.jobtechdev.se/taxonomy/concept/dWbY_gXC_Frx,""Kvalitetskontroll, industriell tillverkning"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/7a6b4549-cd3e-46c7-8a40-9096520dff84,ändra textil utformning,,http://data.jobtechdev.se/taxonomy/concept/x7wh_363_PGk,Textildesign,,skos:broadMatch,;
http://data.europa.eu/esco/skill/9cb8e3cd-a86c-406d-ac5c-272aa07e2278,äppelsorter,,http://data.jobtechdev.se/taxonomy/concept/t52d_tkg_NZ3,Bryggeriarbete,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/05e975d0-bbdb-4822-8da9-3153bfcfb52b,ätstörningar,,http://data.jobtechdev.se/taxonomy/concept/YJVW_wfP_ZA4,""Anorexi, behandlingserfarenhet/Bulimi, behandlingserfarenhet"",,skos:narrowMatch,";
http://data.europa.eu/esco/skill/3807585e-a35a-4b84-8498-70a63295609a,ögonsjukdomar,,http://data.jobtechdev.se/taxonomy/concept/v97o_t6r_1oN,Ögonsjukvård,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/3807585e-a35a-4b84-8498-70a63295609a,ögonsjukdomar,,http://data.jobtechdev.se/taxonomy/concept/xoDp_Uax_PWL,Ögonsjukdomar,,skos:exactMatch,;
http://data.europa.eu/esco/skill/88b9ac3d-1c1d-44d1-9584-c4f5dd2503b3,öka användarvänligheten,,http://data.jobtechdev.se/taxonomy/concept/5zvT_Shq_tmc,Digital kartteknik,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/8add048c-4d51-41c5-8aa2-f57412c4a637,öka arbetsflödet inom produktionen,,http://data.jobtechdev.se/taxonomy/concept/kvLG_4uo_M5p,""Produktionsplanering, tillverkning"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/7e13a05c-e40d-4970-b285-3d58ecfa627f,öka medvetenheten om prioriteringarna i lokalsamhället,,http://data.jobtechdev.se/taxonomy/concept/SfoE_zq7_ADN,""Social service och omsorg, områdeskunskap"",,skos:closeMatch,";
http://data.europa.eu/esco/skill/393a7e6b-8deb-41a3-a48e-30d5dd68a7df,öka skjutvapens precision,,http://data.jobtechdev.se/taxonomy/concept/1BKz_4at_cuy,Kalibrering,,skos:broadMatch,;
http://data.europa.eu/esco/skill/d4520367-f1b9-4f10-9d91-92a6715e571c,ölsorter,,http://data.jobtechdev.se/taxonomy/concept/bw5i_aVL_h7e,Sommelierkompetens,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/b16200f4-4f39-4b8b-aa9d-3568054d6bdb,öppen källkodsmodell,,http://data.jobtechdev.se/taxonomy/concept/sQgp_BKY_n43,""Öppen källkod/Open Source, utvecklingsmodell"",,skos:narrowMatch,";
http://data.europa.eu/esco/skill/4ab4e298-4e35-4e2e-938c-da2c1e11864c,öppna bankkonton,,http://data.jobtechdev.se/taxonomy/concept/eox4_5Lc_W7C,Ekonomisk rådgivning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/e5a6d7a7-f275-4e3a-be59-ea7c134944a6,öppna och stänga,,http://data.jobtechdev.se/taxonomy/concept/zeB7_Xk7_wZ5,Bararbete,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/71f05755-74f0-4638-89fc-c14b3887a7cc,""öron-, näs- och halssjukdomar"",,http://data.jobtechdev.se/taxonomy/concept/WBhS_w1X_B3f,""Öron-, näs- och halssjukdomar"",,skos:exactMatch,";
"http://data.europa.eu/esco/skill/1823e4b1-4732-4438-90ed-07b6ca3e0cc5,öva flygrörelser i luftdans,,http://data.jobtechdev.se/taxonomy/concept/JreR_sTo_p7Z,""Instudering, dans"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/0c33d03f-9696-44ff-9c1a-7f4296ee3335,öva in en roll,,http://data.jobtechdev.se/taxonomy/concept/xg4K_GnJ_Br6,Skådespeleri,,skos:broadMatch,;
http://data.europa.eu/esco/skill/d91cbd56-31d1-4a0d-a3dc-bb5c7e4eccd0,öva kamerarörelser,,,,,no relation,;
http://data.europa.eu/esco/skill/e78ac0fc-7a1d-4462-960a-a560c2e152ce,öva sång,,,,,no relation,;
http://data.europa.eu/esco/skill/6e93befa-b682-4644-aa9a-46d658478056,överföra bagage,,http://data.jobtechdev.se/taxonomy/concept/6upz_2TF_Ah2,Flygplanslastning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/b7c00b85-e5b5-4c97-8bef-f0d7bd9db8d7,överföra design,,,,,no relation,;
http://data.europa.eu/esco/skill/68342f12-6f70-4940-95fd-2851597fad47,överföra design på arbetsstycken,,,,,no relation,;
http://data.europa.eu/esco/skill/398df1fc-cd77-4757-981d-367561ae48b7,överföra djurembryon,,http://data.jobtechdev.se/taxonomy/concept/5KHd_EHE_Pe6,Etologi,,skos:broadMatch,;
http://data.europa.eu/esco/skill/99beeed0-0a4c-44f9-83b6-5b882144cc95,överföra fisk,,http://data.jobtechdev.se/taxonomy/concept/Fnfm_j5U_wTX,Fiskodling,,skos:broadMatch,;
http://data.europa.eu/esco/skill/99beeed0-0a4c-44f9-83b6-5b882144cc95,överföra fisk,,http://data.jobtechdev.se/taxonomy/concept/j53D_o7U_Xkm,Vattenbruksteknik,,skos:broadMatch,;
http://data.europa.eu/esco/skill/13267a50-8eed-4180-9d54-af81a0ae73ec,överföra flytande varor,,http://data.jobtechdev.se/taxonomy/concept/GhjT_RnU_ZwV,Naturgasteknik,,skos:broadMatch,;
http://data.europa.eu/esco/skill/0ba0717c-3a7a-45a3-834c-59c554e56c72,överföra formler till processer,,http://data.jobtechdev.se/taxonomy/concept/nA5p_Ske_4zb,Laboratorieanalyser,,skos:broadMatch,;
http://data.europa.eu/esco/skill/2755816d-b765-435e-a29e-dddfddee1786,överföra läkemedel,,http://data.jobtechdev.se/taxonomy/concept/3i6s_BB6_E3X,Läkemedelsteknik,,skos:broadMatch,;
http://data.europa.eu/esco/skill/d70701ca-d3be-44cb-963e-8e7142555144,överföra medicinsk information,,http://data.jobtechdev.se/taxonomy/concept/pNBv_3pt_JWH,Medicinsk dokumentation,,skos:broadMatch,;
http://data.europa.eu/esco/skill/d70701ca-d3be-44cb-963e-8e7142555144,överföra medicinsk information,,http://data.jobtechdev.se/taxonomy/concept/F7nJ_k5s_L29,Dokumentation inom hälso- och sjukvård,,skos:broadMatch,;
http://data.europa.eu/esco/skill/9d724463-7fa9-4dcb-b55e-33cb9a58206d,överföra mönster till gravering,,http://data.jobtechdev.se/taxonomy/concept/yax8_gqV_zWi,Maskingravyr,,skos:broadMatch,;
http://data.europa.eu/esco/skill/9d724463-7fa9-4dcb-b55e-33cb9a58206d,överföra mönster till gravering,,http://data.jobtechdev.se/taxonomy/concept/1Zae_yeU_Rvn,Handgravyr,,skos:broadMatch,;
http://data.europa.eu/esco/skill/3eb562ff-a2ee-466d-b641-02c5ad7b612f,överföra olja,,http://data.jobtechdev.se/taxonomy/concept/aQBk_xvy_q43,Oljeraffinering,,skos:broadMatch,;
http://data.europa.eu/esco/skill/71f81e1a-e2ca-48d6-b7b8-7a34c56c51f8,överföringsteknik,,http://data.jobtechdev.se/taxonomy/concept/8miN_sWz_Vuz,Radiolänksystem,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/71f81e1a-e2ca-48d6-b7b8-7a34c56c51f8,överföringsteknik,,http://data.jobtechdev.se/taxonomy/concept/x7JN_dVy_Fry,Radioteknik,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/71f81e1a-e2ca-48d6-b7b8-7a34c56c51f8,överföringsteknik,,http://data.jobtechdev.se/taxonomy/concept/u6sZ_FJX_MZd,Mobiltelefoni,,skos:narrowMatch,;
"http://data.europa.eu/esco/skill/71f81e1a-e2ca-48d6-b7b8-7a34c56c51f8,överföringsteknik,,http://data.jobtechdev.se/taxonomy/concept/wwBc_7Re_5ut,""NFC, Near field communication"",,skos:narrowMatch,";
http://data.europa.eu/esco/skill/71f81e1a-e2ca-48d6-b7b8-7a34c56c51f8,överföringsteknik,,http://data.jobtechdev.se/taxonomy/concept/ofcY_XXh_G4k,Telematik,,skos:narrowMatch,;
"http://data.europa.eu/esco/skill/71f81e1a-e2ca-48d6-b7b8-7a34c56c51f8,överföringsteknik,,http://data.jobtechdev.se/taxonomy/concept/mpEr_PgY_JSN,""RF, radiotransmission"",,skos:narrowMatch,";
http://data.europa.eu/esco/skill/71f81e1a-e2ca-48d6-b7b8-7a34c56c51f8,överföringsteknik,,http://data.jobtechdev.se/taxonomy/concept/GRfY_oZH_D9E,RFID-teknik,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/9926889a-7074-4e37-acce-1271fe6c5a6f,överleva på havet om fartyget överges,,,,,no relation,;
http://data.europa.eu/esco/skill/9ccd8da7-733b-4aff-a49f-94c390aeb618,överlämning av utrymmen för livsmedelsberedning,,http://data.jobtechdev.se/taxonomy/concept/7kNn_jPk_Cm3,Varmkök,,skos:closeMatch,;
http://data.europa.eu/esco/skill/9ccd8da7-733b-4aff-a49f-94c390aeb618,överlämning av utrymmen för livsmedelsberedning,,http://data.jobtechdev.se/taxonomy/concept/HtgZ_Ukp_YEX,Kallkök,,skos:closeMatch,;
"http://data.europa.eu/esco/skill/9c5dbb72-563f-449d-ab89-56b8dfc271b6,översvämningsutrustning,,http://data.jobtechdev.se/taxonomy/concept/YFLE_1xA_peL,""Räddningstjänst, erfarenhet"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/2ca8f0db-2c2a-4d07-af6c-effb99fed08b,översätta från främmande språk,,http://data.jobtechdev.se/taxonomy/concept/SLAe_RtF_RJZ,Översättning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/88de5ff4-310a-4f4f-9b47-349eb5589902,översätta konstnärliga koncept till teknisk design,,http://data.jobtechdev.se/taxonomy/concept/FiUa_Fh1_LLc,Produktionsdesign,,skos:broadMatch,;
http://data.europa.eu/esco/skill/e1786b34-de65-46a7-8f53-b624140cd018,översätta olika sorters texter,,http://data.jobtechdev.se/taxonomy/concept/NZdF_6i6_6Tt,Facklitterär text,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/e1786b34-de65-46a7-8f53-b624140cd018,översätta olika sorters texter,,http://data.jobtechdev.se/taxonomy/concept/t5wy_jc2_vJP,Skönlitterär text,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/6e0cc337-e95a-4686-932c-303e1d3fb0df,översätta soundtrack,,http://data.jobtechdev.se/taxonomy/concept/SLAe_RtF_RJZ,Översättning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/6e0cc337-e95a-4686-932c-303e1d3fb0df,översätta soundtrack,,http://data.jobtechdev.se/taxonomy/concept/JuSE_ba5_jRy,Undertextning,,skos:closeMatch,;
http://data.europa.eu/esco/skill/fd8c0029-9dc7-4b54-845b-ed30c61ba0f8,översätta språkliga begrepp,,http://data.jobtechdev.se/taxonomy/concept/SLAe_RtF_RJZ,Översättning,,skos:exactMatch,;
http://data.europa.eu/esco/skill/fd8c0029-9dc7-4b54-845b-ed30c61ba0f8,översätta språkliga begrepp,,http://data.jobtechdev.se/taxonomy/concept/KrCL_cXP_A2d,Lokalisering,,skos:exactMatch,;
http://data.europa.eu/esco/skill/5be704bc-e270-448c-93b4-fad465cf05b7,översätta taggar,,http://data.jobtechdev.se/taxonomy/concept/KrCL_cXP_A2d,Lokalisering,,skos:broadMatch,;
http://data.europa.eu/esco/skill/5be704bc-e270-448c-93b4-fad465cf05b7,översätta taggar,,http://data.jobtechdev.se/taxonomy/concept/SLAe_RtF_RJZ,Översättning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/aa7062ed-ebfb-4876-8fa5-a7c72c8b6ffb,översätta talat språk,,http://data.jobtechdev.se/taxonomy/concept/KFyd_zgS_6aw,Skrivtolkning,,skos:exactMatch,;
http://data.europa.eu/esco/skill/449f0945-4943-49f9-bd98-edfdfd7c00ba,översätta texter,,http://data.jobtechdev.se/taxonomy/concept/k5NE_ijr_Zh6,Teknisk översättning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/fd97baac-042b-4e98-a854-75b750942c3e,översättning av nya texter,,http://data.jobtechdev.se/taxonomy/concept/SLAe_RtF_RJZ,Översättning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/fd97baac-042b-4e98-a854-75b750942c3e,översättning av nya texter,,http://data.jobtechdev.se/taxonomy/concept/e77C_9QV_ki4,Lingvistik,,skos:closeMatch,;
http://data.europa.eu/esco/skill/3c877e65-9ec3-4f5a-9c74-1dc2f6aee5b7,övertexta,,http://data.jobtechdev.se/taxonomy/concept/39X5_RRC_HLD,Textning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/3c877e65-9ec3-4f5a-9c74-1dc2f6aee5b7,övertexta,,http://data.jobtechdev.se/taxonomy/concept/XEEi_zYM_Jn3,Svensktextning,,skos:closeMatch,;
http://data.europa.eu/esco/skill/3c877e65-9ec3-4f5a-9c74-1dc2f6aee5b7,övertexta,,http://data.jobtechdev.se/taxonomy/concept/iQ57_2Cq_TXh,Direkttextning,,skos:closeMatch,;
http://data.europa.eu/esco/skill/3c877e65-9ec3-4f5a-9c74-1dc2f6aee5b7,övertexta,,http://data.jobtechdev.se/taxonomy/concept/ZpWW_FBu_3um,Nyhetstextning,,skos:closeMatch,;
http://data.europa.eu/esco/skill/0d11711b-870f-4701-be93-fa175b6e4002,övertyga klienter genom alternativ,,,,,no relation,;
http://data.europa.eu/esco/skill/b078d38c-7dd4-4efc-b333-7633d8bf6259,övervaka aktiemarknad,,http://data.jobtechdev.se/taxonomy/concept/g2NT_MEv_e91,Aktiehandel,,skos:broadMatch,;
http://data.europa.eu/esco/skill/610bc2a5-9137-43a9-9c72-b7c491798e0b,övervaka aktiviteter i badbassäng,,http://data.jobtechdev.se/taxonomy/concept/nu52_VXq_5MD,Säkerhetsfrågor,,skos:broadMatch,;
http://data.europa.eu/esco/skill/610bc2a5-9137-43a9-9c72-b7c491798e0b,övervaka aktiviteter i badbassäng,,http://data.jobtechdev.se/taxonomy/concept/uqjq_ZDE_7BH,Badvaktsutbildning (steg 1),,skos:closeMatch,;
http://data.europa.eu/esco/skill/610bc2a5-9137-43a9-9c72-b7c491798e0b,övervaka aktiviteter i badbassäng,,http://data.jobtechdev.se/taxonomy/concept/KnFB_6m1_4Gm,Badmästarutbildning,,skos:closeMatch,;
http://data.europa.eu/esco/skill/a571791c-50aa-40d1-ba82-b3f1f4185426,övervaka aktiviteter vid evenemang,,http://data.jobtechdev.se/taxonomy/concept/CrTX_qgG_frX,Eventarrangemang,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/15b7d066-35aa-418a-b115-3460f908f997,övervaka alla researrangemang,,http://data.jobtechdev.se/taxonomy/concept/aRzT_1Y9_tqq,""Verksamhetsledning, turism"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/8c7707b3-cd9b-405a-b2e5-9df24172d4f9,övervaka anläggningen,,http://data.jobtechdev.se/taxonomy/concept/FSHx_ZUd_vNG,Trädvård,,skos:broadMatch,;
http://data.europa.eu/esco/skill/c09dce1b-e198-487e-b63f-934e10a4c181,övervaka anläggningens produktion,,http://data.jobtechdev.se/taxonomy/concept/eT4h_foo_5GG,Miljökontroll,,skos:broadMatch,;
http://data.europa.eu/esco/skill/c09dce1b-e198-487e-b63f-934e10a4c181,övervaka anläggningens produktion,,http://data.jobtechdev.se/taxonomy/concept/AQtr_C7f_Dyt,Processtyrning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/c09dce1b-e198-487e-b63f-934e10a4c181,övervaka anläggningens produktion,,http://data.jobtechdev.se/taxonomy/concept/aF3J_SgE_uck,Processövervakning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/6badc79b-4353-4f95-b248-57a9ed07c7ac,övervaka anställdas säkerhet,,http://data.jobtechdev.se/taxonomy/concept/PELm_cH9_AE9,Säkert arbetssätt,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/87a8b872-3513-4c31-ad6b-66da29da1422,övervaka användning av friluftsutrustning,,http://data.jobtechdev.se/taxonomy/concept/HGiF_rai_coh,""Friluftsledare, erfarenhet"",,skos:closeMatch,";
http://data.europa.eu/esco/skill/f334a048-ad2a-40f5-b5dc-a9a846c38623,övervaka användning av militär utrustning,,,,,no relation,;
http://data.europa.eu/esco/skill/fd60eb61-262e-4719-bb5c-e5ff4b531ae8,övervaka användningen av köksutrustning,,http://data.jobtechdev.se/taxonomy/concept/Dxqv_2WA_TYt,Restaurangkök,,skos:broadMatch,;
http://data.europa.eu/esco/skill/d4ef994f-c2d0-4ea1-88d2-ad2aa9e0e079,övervaka arbete för särskilda evenemang,,http://data.jobtechdev.se/taxonomy/concept/CrTX_qgG_frX,Eventarrangemang,,skos:broadMatch,;
http://data.europa.eu/esco/skill/03227978-f839-4cc8-88a6-0a3c44d2c776,övervaka arbete kring designplanering,,http://data.jobtechdev.se/taxonomy/concept/YxWC_7gN_MNP,Industridesign,,skos:broadMatch,;
http://data.europa.eu/esco/skill/d8824c20-3e5a-402f-a288-5ee7861dcf8d,övervaka arbetet på flygplatsens flygsida,,http://data.jobtechdev.se/taxonomy/concept/wh4i_gd3_GHK,Flygplatssäkerhet,,skos:broadMatch,;
http://data.europa.eu/esco/skill/931bfed9-8ce6-4b79-ba95-416852d3e0d6,övervaka arbetsbördan,,http://data.jobtechdev.se/taxonomy/concept/j1Yr_UhC_X16,Arbetsledarerfarenhet,,skos:broadMatch,;
http://data.europa.eu/esco/skill/84e2d9f8-ab87-4332-98d2-872c4258dec6,övervaka artister,,,,,no relation,;
http://data.europa.eu/esco/skill/a37f2f45-97b3-4bbb-8294-dc81577d0acf,övervaka att lastningskraven uppfylls,,http://data.jobtechdev.se/taxonomy/concept/ePwi_BWJ_RUG,Leveransplanering,,skos:broadMatch,;
http://data.europa.eu/esco/skill/ab196e50-eca7-469b-b844-5e00d36c4372,övervaka att produkter hanteras korrekt,,http://data.jobtechdev.se/taxonomy/concept/Xuhg_PcG_kq2,Lagerstyrning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/0a74ff59-62a8-4942-9063-10fea819e19a,övervaka att säkerhetsföreskrifter för lagerverksamhet följs,,http://data.jobtechdev.se/taxonomy/concept/Xuhg_PcG_kq2,Lagerstyrning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/df5bbca9-dd22-45a8-b87f-bf84fdc98096,övervaka att tunnelborr förses med nödvändigt material,,http://data.jobtechdev.se/taxonomy/concept/muTx_UEy_cZe,Bergborrning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/7aa52bdc-9c56-4341-be65-e8e30f64403f,övervaka automatiserade maskiner,,http://data.jobtechdev.se/taxonomy/concept/brda_5pJ_8cu,Robotövervakning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/b2fb9c46-cb25-42b9-9f04-ca1242f9402f,övervaka avfallshanteringsutrustning,,http://data.jobtechdev.se/taxonomy/concept/YYdi_Fqb_834,Avfallshantering,,skos:broadMatch,;
http://data.europa.eu/esco/skill/0c15aa34-6977-4da7-b1f0-2ba6a582ef1b,övervaka avverkningar,,http://data.jobtechdev.se/taxonomy/concept/vrsj_EUw_NS5,Avverkningsplanering,,skos:broadMatch,;
http://data.europa.eu/esco/skill/f5de9360-de44-418f-81da-d0350dbc86a2,övervaka avvikelser i mjölkproduktion,,http://data.jobtechdev.se/taxonomy/concept/tx9U_y45_rnL,Mjölkbehandling,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/2c320022-14b4-43fd-ae33-523a52a52e70,övervaka bagageflödet,,http://data.jobtechdev.se/taxonomy/concept/5Mnw_paX_wiL,""Transportledning, persontrafik"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/db580394-90d2-4917-995e-c5daad1cff3f,övervaka ballastkomprimeringsmaskin,,http://data.jobtechdev.se/taxonomy/concept/vbx1_Q4d_zrT,Spårbyggnation,,skos:broadMatch,;
http://data.europa.eu/esco/skill/6d1dad98-12d2-45b6-a1dd-6916734b1fed,övervaka ballastplog,,http://data.jobtechdev.se/taxonomy/concept/ecPp_ELN_qmz,Spår- och banunderhåll,,skos:broadMatch,;
http://data.europa.eu/esco/skill/8d5ee30c-4b1c-465f-84a1-7bb7a05aaca6,övervaka bankverksamhet,,http://data.jobtechdev.se/taxonomy/concept/CcpL_8iG_q46,Finansiella analyser,,skos:broadMatch,;
