Mapping project name,ESCO - Lithuanian Classification of Occupations,,,,,
Mapping project author,Ministry of the Economy and Innovation of the Republic of Lithuania,,,,,
Mapping project version,V1.0,,,,,
Mapping project version date,2021-03-15,,,,,
Classification 1 Name,Profesijos ESCO,,,,,
Classification 1 Concept type,occupation,,,,,
Classification 1 Version,1.0.8,,,,,
Classification 1 Language,lt,,,,,
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation,,,,,
Classification 2 Name,Lietuvos profesijų klasifikatorius,,,,,
Classification 2 Concept type,occupation,,,,,
Classification 2 Version,ESCO LPK,,,,,
Classification 2 Language,lt,,,,,
Classification 2 Landing page,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=,,,,,
,,,,,,
,,,,,,
Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612114,Ūkininkas kailinių žvėrelių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612114,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612115,Ūkininkas arklių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612115,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612116,Ūkininkas galvijų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612116,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612117,Ūkininkas kiaulių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612117,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612118,Ūkininkas avių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612118,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612119,Ūkininkas žirgų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612119,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612120,Ūkininkas gyvulių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612120,skos:exactMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612122,Avių kirpėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612122,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612123,Kvalifikuotas fermos darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612123,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612124,Fermos operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612124,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612125,Gyvulių sėklintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612125,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612126,Galvijų šėrimo operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612126,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612128,Kvalifikuotas mišriosios gyvulininkystės ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612128,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612129,Mišriosios gyvulininkystės ūkininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612129,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612130,Kvalifikuotas žirgyno darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612130,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612131,Kvalifikuotas arklidžių darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612131,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612132,Kailinių žvėrelių augintojas ,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612132,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612133,Melžimo įrangos operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612133,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,632001,Kvalifikuotas natūraliojo gyvulininkystės ūkio darbininkas ,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=632001,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,632002,Natūraliojo ūkio gyvulių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=632002,skos:broadMatch
http://data.europa.eu/esco/occupation/5734feab-60be-4f11-8e3f-e983ca6fb07a,arklidžių vadovas,http://data.europa.eu/esco/occupation/5734feab-60be-4f11-8e3f-e983ca6fb07a,612119,Ūkininkas žirgų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612119,skos:exactMatch
http://data.europa.eu/esco/occupation/15151ba4-fbf2-4fd9-8dde-2abbc6ec362c,žirgų augintojas,http://data.europa.eu/esco/occupation/15151ba4-fbf2-4fd9-8dde-2abbc6ec362c,612102,Žirgų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612102,skos:exactMatch
http://data.europa.eu/esco/occupation/ea3db1b3-7c03-4306-9e3d-7e20eb7f1826,kiaulių augintojas,http://data.europa.eu/esco/occupation/ea3db1b3-7c03-4306-9e3d-7e20eb7f1826,612105,Kiaulių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612105,skos:exactMatch
http://data.europa.eu/esco/occupation/b2678105-9d5c-403f-b822-274aff706309,avių augintojas,http://data.europa.eu/esco/occupation/b2678105-9d5c-403f-b822-274aff706309,612104,Avių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612104,skos:exactMatch
http://data.europa.eu/esco/occupation/2a1190f0-14d5-4ce4-ade0-ef726a1887a0,gyvulių ganytojas,http://data.europa.eu/esco/occupation/2a1190f0-14d5-4ce4-ade0-ef726a1887a0,612127,Piemuo,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612127,skos:exactMatch
http://data.europa.eu/esco/occupation/d20fd82a-9d99-4335-ad83-87484e297a46,naminių paukščių augintojas,http://data.europa.eu/esco/occupation/d20fd82a-9d99-4335-ad83-87484e297a46,612201,Naminių paukščių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612201,skos:exactMatch
http://data.europa.eu/esco/occupation/d20fd82a-9d99-4335-ad83-87484e297a46,naminių paukščių augintojas,http://data.europa.eu/esco/occupation/d20fd82a-9d99-4335-ad83-87484e297a46,612202,Paukštininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612202,skos:narrowMatch
http://data.europa.eu/esco/occupation/d20fd82a-9d99-4335-ad83-87484e297a46,naminių paukščių augintojas,http://data.europa.eu/esco/occupation/d20fd82a-9d99-4335-ad83-87484e297a46,612204,Ūkininkas naminių paukščių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612204,skos:narrowMatch
http://data.europa.eu/esco/occupation/d20fd82a-9d99-4335-ad83-87484e297a46,naminių paukščių augintojas,http://data.europa.eu/esco/occupation/d20fd82a-9d99-4335-ad83-87484e297a46,612205,Ūkininkas dėsliųjų vištų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612205,skos:broadMatch
http://data.europa.eu/esco/occupation/d20fd82a-9d99-4335-ad83-87484e297a46,naminių paukščių augintojas,http://data.europa.eu/esco/occupation/d20fd82a-9d99-4335-ad83-87484e297a46,612206,Paukštyno operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612206,skos:broadMatch
http://data.europa.eu/esco/occupation/8050a89e-563b-4073-943b-84b0c4286c1f,naminių paukščių lyties specialistas,http://data.europa.eu/esco/occupation/8050a89e-563b-4073-943b-84b0c4286c1f,612203,Kvalifikuotas paukštininkystės ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612203,skos:narrowMatch
http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,bitininkas,http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,612301,Bitininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612301,skos:exactMatch
http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,bitininkas,http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,612302,Kvalifikuotas bityno darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612302,skos:broadMatch
http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,bitininkas,http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,612303,Kvalifikuotas bitininkystės ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612303,skos:broadMatch
http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,bitininkas,http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,612304,Ūkininkas bitininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612304,skos:narrowMatch
http://data.europa.eu/esco/isco/C6129,Kitur nepriskirti gyvūnų augintojai,http://data.europa.eu/esco/isco/C6129,612901,Stručių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612901,skos:narrowMatch
http://data.europa.eu/esco/isco/C6129,Kitur nepriskirti gyvūnų augintojai,http://data.europa.eu/esco/isco/C6129,612902,Laukinių paukščių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612902,skos:narrowMatch
http://data.europa.eu/esco/isco/C6129,Kitur nepriskirti gyvūnų augintojai,http://data.europa.eu/esco/isco/C6129,612903,Ūkininkas laukinių paukščių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612903,skos:narrowMatch
http://data.europa.eu/esco/isco/C6129,Kitur nepriskirti gyvūnų augintojai,http://data.europa.eu/esco/isco/C6129,612904,Medžiojamų paukščių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612904,skos:narrowMatch
http://data.europa.eu/esco/isco/C6129,Kitur nepriskirti gyvūnų augintojai,http://data.europa.eu/esco/isco/C6129,612905,Laboratorinių gyvūnų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612905,skos:narrowMatch
http://data.europa.eu/esco/isco/C6129,Kitur nepriskirti gyvūnų augintojai,http://data.europa.eu/esco/isco/C6129,612906,Sraigių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612906,skos:narrowMatch
http://data.europa.eu/esco/isco/C6129,Kitur nepriskirti gyvūnų augintojai,http://data.europa.eu/esco/isco/C6129,612907,Sliekų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612907,skos:narrowMatch
http://data.europa.eu/esco/isco/C6129,Kitur nepriskirti gyvūnų augintojai,http://data.europa.eu/esco/isco/C6129,612911,Gyvūnų draustinio prižiūrėtojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612911,skos:narrowMatch
http://data.europa.eu/esco/isco/C6129,Kitur nepriskirti gyvūnų augintojai,http://data.europa.eu/esco/isco/C6129,612912,Laukinių paukščių paukštidės prižiūrėtojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612912,skos:narrowMatch
http://data.europa.eu/esco/isco/C6129,Kitur nepriskirti gyvūnų augintojai,http://data.europa.eu/esco/isco/C6129,612913,Kvalifikuotas gyvūnų laboratorijos darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612913,skos:narrowMatch
http://data.europa.eu/esco/occupation/0ee5a71a-3c85-48af-bf81-824d3561737a,kailinių žvėrelių augintojas,http://data.europa.eu/esco/occupation/0ee5a71a-3c85-48af-bf81-824d3561737a,612908,Laukinių kailinių žvėrelių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612908,skos:broadMatch
http://data.europa.eu/esco/occupation/0ee5a71a-3c85-48af-bf81-824d3561737a,kailinių žvėrelių augintojas,http://data.europa.eu/esco/occupation/0ee5a71a-3c85-48af-bf81-824d3561737a,612909,Ūkininkas laukinių kailinių žvėrelių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612909,skos:narrowMatch
http://data.europa.eu/esco/isco/C6130,Augalų ir gyvūnų augintojai,http://data.europa.eu/esco/isco/C6130,613001,Kvalifikuotas mišriojo ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=613001,skos:narrowMatch
http://data.europa.eu/esco/isco/C6130,Augalų ir gyvūnų augintojai,http://data.europa.eu/esco/isco/C6130,633001,Kvalifikuotas mišriojo natūraliojo ūkio darbininkas ,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=633001,skos:narrowMatch
http://data.europa.eu/esco/isco/C6130,Augalų ir gyvūnų augintojai,http://data.europa.eu/esco/isco/C6130,633002,Mišriojo natūraliojo ūkio kultūrinių augalų ir gyvulių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=633002,skos:narrowMatch
http://data.europa.eu/esco/occupation/4552095e-3396-4831-86ad-4fc34ec39a19,ūkio valdytojas,http://data.europa.eu/esco/occupation/4552095e-3396-4831-86ad-4fc34ec39a19,613003,Žemdirbys,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=613003,skos:exactMatch
http://data.europa.eu/esco/occupation/1c1e86f9-6347-42d6-aa6e-c95b138bf640,mišriojo ūkio ūkininkas,http://data.europa.eu/esco/occupation/1c1e86f9-6347-42d6-aa6e-c95b138bf640,613002,Mišriojo ūkio ūkininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=613002,skos:exactMatch
http://data.europa.eu/esco/isco/C6210,Miškininkystės ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C6210,621001,Miško medelyno darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=621001,skos:narrowMatch
http://data.europa.eu/esco/isco/C6210,Miškininkystės ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C6210,621002,Motorinio pjūklo operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=621002,skos:narrowMatch
http://data.europa.eu/esco/isco/C6210,Miškininkystės ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C6210,621003,Medkirtys,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=621003,skos:narrowMatch
http://data.europa.eu/esco/isco/C6210,Miškininkystės ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C6210,621004,Medienos ruošos darbuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=621004,skos:narrowMatch
http://data.europa.eu/esco/isco/C6210,Miškininkystės ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C6210,621005,Kvalifikuotas miškų ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=621005,skos:narrowMatch
http://data.europa.eu/esco/isco/C6210,Miškininkystės ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C6210,621006,Kvalifikuotas miško apželdinimo darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=621006,skos:narrowMatch
http://data.europa.eu/esco/isco/C6210,Miškininkystės ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C6210,621007,Miško sodintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=621007,skos:narrowMatch
http://data.europa.eu/esco/isco/C6210,Miškininkystės ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C6210,621008,Rąstų matuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=621008,skos:narrowMatch
http://data.europa.eu/esco/isco/C6210,Miškininkystės ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C6210,621009,Miško augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=621009,skos:narrowMatch
http://data.europa.eu/esco/isco/C6210,Miškininkystės ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C6210,621010,Medžių sakintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=621010,skos:narrowMatch
http://data.europa.eu/esco/isco/C6210,Miškininkystės ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C6210,621011,Medžio anglių degėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=621011,skos:narrowMatch
http://data.europa.eu/esco/isco/C6210,Miškininkystės ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C6210,621012,Kvalifikuotas medienos distiliavimo darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=621012,skos:narrowMatch
http://data.europa.eu/esco/isco/C6210,Miškininkystės ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C6210,634002,Natūraliojo ūkio miško gėrybių ir vaistažolių rinkėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=634002,skos:narrowMatch
http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,eigulys,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,314304,Eigulys,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=314304,skos:exactMatch
http://data.europa.eu/esco/occupation/3206f826-7d53-4180-9797-e94ad9eaf841,akvakultūros narvų technikas,http://data.europa.eu/esco/occupation/3206f826-7d53-4180-9797-e94ad9eaf841,6221,Akvakultūros ūkio darbuotojai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=6221,skos:narrowMatch
http://data.europa.eu/esco/occupation/eaba592d-f3f0-4c7d-b7c0-302b7d0212ce,akvakultūros recirkuliacijos technikas,http://data.europa.eu/esco/occupation/eaba592d-f3f0-4c7d-b7c0-302b7d0212ce,622101,Kvalifikuotas žuvininkystės įmonės [ūkio] darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=622101,skos:broadMatch
http://data.europa.eu/esco/occupation/0d6bb2cc-06b0-481c-b553-2a973be03254,atvirųjų vandenų akvakultūros ūkio technikas,http://data.europa.eu/esco/occupation/0d6bb2cc-06b0-481c-b553-2a973be03254,6221,Akvakultūros ūkio darbuotojai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=6221,skos:narrowMatch
http://data.europa.eu/esco/occupation/d85e041f-8306-476e-a2cd-59baa1e61992,akvakultūros gyvūnų surinkimo technikas,http://data.europa.eu/esco/occupation/d85e041f-8306-476e-a2cd-59baa1e61992,622101,Kvalifikuotas žuvininkystės įmonės [ūkio] darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=622101,skos:broadMatch
http://data.europa.eu/esco/occupation/02bd7cac-8263-4425-b03d-19001ffe8787,akvakultūros veisyklos vadybininkas,http://data.europa.eu/esco/occupation/02bd7cac-8263-4425-b03d-19001ffe8787,622102,Ūkininkas žuvininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=622102,skos:exactMatch
http://data.europa.eu/esco/occupation/e93d5c8d-1219-4c11-91d7-9d0ab8d9c08e,akvakultūros veisyklos technikas,http://data.europa.eu/esco/occupation/e93d5c8d-1219-4c11-91d7-9d0ab8d9c08e,622101,Kvalifikuotas žuvininkystės įmonės [ūkio] darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=622101,skos:broadMatch
http://data.europa.eu/esco/occupation/a8c7004a-e59c-4a4d-9092-2cb4533ffe58,akvakultūros veisyklos darbininkas,http://data.europa.eu/esco/occupation/a8c7004a-e59c-4a4d-9092-2cb4533ffe58,622103,Kvalifikuotas žuvų veisyklos darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=622103,skos:exactMatch
