Mapping project name,ESCO - Lithuanian Classification of Occupations,,,,,
Mapping project author,Ministry of the Economy and Innovation of the Republic of Lithuania,,,,,
Mapping project version,V1.0,,,,,
Mapping project version date,2021-03-15,,,,,
Classification 1 Name,Profesijos ESCO,,,,,
Classification 1 Concept type,occupation,,,,,
Classification 1 Version,1.0.8,,,,,
Classification 1 Language,lt,,,,,
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation,,,,,
Classification 2 Name,Lietuvos profesijų klasifikatorius,,,,,
Classification 2 Concept type,occupation,,,,,
Classification 2 Version,ESCO LPK,,,,,
Classification 2 Language,lt,,,,,
Classification 2 Landing page,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=,,,,,
,,,,,,
,,,,,,
Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/4cbe5a17-056c-489a-9f10-f9d816905000,viešosios tvarkos prižiūrėtojas,http://data.europa.eu/esco/occupation/4cbe5a17-056c-489a-9f10-f9d816905000,5419,Kitur nepriskirti apsaugos darbuotojai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=5419,skos:narrowMatch
http://data.europa.eu/esco/isco/C6111,Kultūrinių lauko augalų ir daržovių augintojai,http://data.europa.eu/esco/isco/C6111,611101,Kvalifikuotas kultūrinių lauko augalų ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611101,skos:narrowMatch
http://data.europa.eu/esco/isco/C6111,Kultūrinių lauko augalų ir daržovių augintojai,http://data.europa.eu/esco/isco/C6111,611102,Kvalifikuotas linų ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611102,skos:narrowMatch
http://data.europa.eu/esco/isco/C6111,Kultūrinių lauko augalų ir daržovių augintojai,http://data.europa.eu/esco/isco/C6111,611103,Kvalifikuotas cukrinių runkelių ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611103,skos:narrowMatch
http://data.europa.eu/esco/isco/C6111,Kultūrinių lauko augalų ir daržovių augintojai,http://data.europa.eu/esco/isco/C6111,611104,Kvalifikuotas tabako ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611104,skos:narrowMatch
http://data.europa.eu/esco/isco/C6111,Kultūrinių lauko augalų ir daržovių augintojai,http://data.europa.eu/esco/isco/C6111,611106,Kvalifikuotas javų ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611106,skos:narrowMatch
http://data.europa.eu/esco/isco/C6111,Kultūrinių lauko augalų ir daržovių augintojai,http://data.europa.eu/esco/isco/C6111,611109,Kvalifikuotas liucernų ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611109,skos:narrowMatch
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,kultūrinių augalų ūkio komandos vadovas,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,611107,Ūkininkas javų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611107,skos:broadMatch
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,kultūrinių augalų ūkio komandos vadovas,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,611108,Javų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611108,skos:broadMatch
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,kultūrinių augalų ūkio komandos vadovas,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,611110,Liucernų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611110,skos:broadMatch
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,kultūrinių augalų ūkio komandos vadovas,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,611111,Ūkininkas liucernų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611111,skos:broadMatch
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,kultūrinių augalų ūkio komandos vadovas,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,611112,Ūkininkas kultūrinių lauko augalų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611112,skos:broadMatch
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,kultūrinių augalų ūkio komandos vadovas,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,611113,Ūkininkas lauko daržovių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611113,skos:broadMatch
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,kultūrinių augalų ūkio komandos vadovas,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,611114,Ūkininkas linų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611114,skos:broadMatch
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,kultūrinių augalų ūkio komandos vadovas,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,611115,Linų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611115,skos:broadMatch
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,kultūrinių augalų ūkio komandos vadovas,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,611116,Ūkininkas tabako augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611116,skos:broadMatch
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,kultūrinių augalų ūkio komandos vadovas,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,611117,Tabako augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611117,skos:broadMatch
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,kultūrinių augalų ūkio komandos vadovas,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,611118,Kultūrinių lauko augalų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611118,skos:broadMatch
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,kultūrinių augalų ūkio komandos vadovas,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,611119,Lauko daržovių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611119,skos:broadMatch
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,kultūrinių augalų ūkio komandos vadovas,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,611120,Cukrinių runkelių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611120,skos:broadMatch
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,kultūrinių augalų ūkio komandos vadovas,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,611121,Ūkininkas cukrinių runkelių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611121,skos:broadMatch
http://data.europa.eu/esco/occupation/b865693a-eb11-44cc-bf6c-38e5b4d7e169,medžių priežiūros specialistas,http://data.europa.eu/esco/occupation/b865693a-eb11-44cc-bf6c-38e5b4d7e169,611201,Vaismedžių ir vaiskrūmių skiepytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611201,skos:broadMatch
http://data.europa.eu/esco/occupation/b865693a-eb11-44cc-bf6c-38e5b4d7e169,medžių priežiūros specialistas,http://data.europa.eu/esco/occupation/b865693a-eb11-44cc-bf6c-38e5b4d7e169,611202,Kvalifikuotas vaismedžių ir vaiskrūmių ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611202,skos:broadMatch
http://data.europa.eu/esco/occupation/b865693a-eb11-44cc-bf6c-38e5b4d7e169,medžių priežiūros specialistas,http://data.europa.eu/esco/occupation/b865693a-eb11-44cc-bf6c-38e5b4d7e169,611212,Vaismedžių ir vaiskrūmių sodintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611212,skos:broadMatch
http://data.europa.eu/esco/occupation/b865693a-eb11-44cc-bf6c-38e5b4d7e169,medžių priežiūros specialistas,http://data.europa.eu/esco/occupation/b865693a-eb11-44cc-bf6c-38e5b4d7e169,611209,Vaiskrūmių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611209,skos:broadMatch
http://data.europa.eu/esco/occupation/b865693a-eb11-44cc-bf6c-38e5b4d7e169,medžių priežiūros specialistas,http://data.europa.eu/esco/occupation/b865693a-eb11-44cc-bf6c-38e5b4d7e169,611210,Kvalifikuotas vaiskrūmių ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611210,skos:broadMatch
http://data.europa.eu/esco/occupation/5aeaea2f-6585-4d3d-8f3e-1fdd9903aa32,sodininkystės grupės vadovas,http://data.europa.eu/esco/occupation/5aeaea2f-6585-4d3d-8f3e-1fdd9903aa32,611213,Ūkininkas vaiskrūmių ir vaismedžių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611213,skos:broadMatch
http://data.europa.eu/esco/occupation/5aeaea2f-6585-4d3d-8f3e-1fdd9903aa32,sodininkystės grupės vadovas,http://data.europa.eu/esco/occupation/5aeaea2f-6585-4d3d-8f3e-1fdd9903aa32,611208,Ūkininkas vaiskrūmių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611208,skos:broadMatch
http://data.europa.eu/esco/occupation/2104ee38-2fd1-4647-8f60-d2200f069805,vynuogyno prižiūrėtojas,http://data.europa.eu/esco/occupation/2104ee38-2fd1-4647-8f60-d2200f069805,611206,Ūkininkas vaismedžių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611206,skos:narrowMatch
http://data.europa.eu/esco/occupation/2104ee38-2fd1-4647-8f60-d2200f069805,vynuogyno prižiūrėtojas,http://data.europa.eu/esco/occupation/2104ee38-2fd1-4647-8f60-d2200f069805,611211,Vaismedžių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611211,skos:narrowMatch
http://data.europa.eu/esco/occupation/a6af318e-8a3a-4266-a1ef-cf7afe588201,apynių augintojas,http://data.europa.eu/esco/occupation/a6af318e-8a3a-4266-a1ef-cf7afe588201,611203,Apynių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611203,skos:exactMatch
http://data.europa.eu/esco/occupation/a6af318e-8a3a-4266-a1ef-cf7afe588201,apynių augintojas,http://data.europa.eu/esco/occupation/a6af318e-8a3a-4266-a1ef-cf7afe588201,611207,Ūkininkas apynių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611207,skos:narrowMatch
http://data.europa.eu/esco/occupation/a6af318e-8a3a-4266-a1ef-cf7afe588201,apynių augintojas,http://data.europa.eu/esco/occupation/a6af318e-8a3a-4266-a1ef-cf7afe588201,611204,Kvalifikuotas apyninkystės ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611204,skos:broadMatch
http://data.europa.eu/esco/occupation/c56295bb-ef33-4ccd-a929-59e3dd73f876,vynuogyno vyno rūsio valdytojas,http://data.europa.eu/esco/occupation/c56295bb-ef33-4ccd-a929-59e3dd73f876,6112,Vaismedžių ir vaiskrūmių augintojai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=6112,skos:narrowMatch
http://data.europa.eu/esco/occupation/1fc60ca6-c3ea-4aeb-bf3b-350c0c5e7f93,vynuogyno įrenginių operatorius,http://data.europa.eu/esco/occupation/1fc60ca6-c3ea-4aeb-bf3b-350c0c5e7f93,611205,Kvalifikuotas vaismedžių ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611205,skos:narrowMatch
http://data.europa.eu/esco/occupation/8b304664-ba25-45fe-a5bf-80c727943a86,vynuogyno valdytojas,http://data.europa.eu/esco/occupation/8b304664-ba25-45fe-a5bf-80c727943a86,6112,Vaismedžių ir vaiskrūmių augintojai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=6112,skos:narrowMatch
http://data.europa.eu/esco/occupation/a48b9a5a-5ded-482d-8cda-7fd097a32c16,apželdintojas,http://data.europa.eu/esco/occupation/a48b9a5a-5ded-482d-8cda-7fd097a32c16,611314,Kvalifikuotas apželdinimo darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611314,skos:exactMatch
http://data.europa.eu/esco/occupation/d36b66f8-c08a-4416-953b-62c271ca7509,sodininkystės ir daržininkystės gamybos vadovas,http://data.europa.eu/esco/occupation/d36b66f8-c08a-4416-953b-62c271ca7509,611316,Ūkininkas daržininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611316,skos:broadMatch
http://data.europa.eu/esco/occupation/d36b66f8-c08a-4416-953b-62c271ca7509,sodininkystės ir daržininkystės gamybos vadovas,http://data.europa.eu/esco/occupation/d36b66f8-c08a-4416-953b-62c271ca7509,611320,Ūkininkas braškių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611320,skos:broadMatch
http://data.europa.eu/esco/occupation/d36b66f8-c08a-4416-953b-62c271ca7509,sodininkystės ir daržininkystės gamybos vadovas,http://data.europa.eu/esco/occupation/d36b66f8-c08a-4416-953b-62c271ca7509,611323,Ūkininkas gėlininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611323,skos:broadMatch
http://data.europa.eu/esco/occupation/d36b66f8-c08a-4416-953b-62c271ca7509,sodininkystės ir daržininkystės gamybos vadovas,http://data.europa.eu/esco/occupation/d36b66f8-c08a-4416-953b-62c271ca7509,611305,Ūkininkas sodininkas {dekoratyvinė sodininkystė},http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611305,skos:broadMatch
http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,sodininkystės ir daržininkystės gamybos padalinio vadovas,http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,611304,Sodininkas {dekoratyvinė sodininkystė},http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611304,skos:broadMatch
http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,sodininkystės ir daržininkystės gamybos padalinio vadovas,http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,611308,Grybų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611308,skos:broadMatch
http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,sodininkystės ir daržininkystės gamybos padalinio vadovas,http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,611301,Svogūnėlių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611301,skos:broadMatch
http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,sodininkystės ir daržininkystės gamybos padalinio vadovas,http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,611309,Daigų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611309,skos:broadMatch
http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,sodininkystės ir daržininkystės gamybos padalinio vadovas,http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,611310,Sėklininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611310,skos:broadMatch
http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,sodininkystės ir daržininkystės gamybos padalinio vadovas,http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,611311,Prieskoninių augalų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611311,skos:broadMatch
http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,sodininkystės ir daržininkystės gamybos padalinio vadovas,http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,611312,Karklo vytelių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611312,skos:broadMatch
http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,sodininkystės ir daržininkystės gamybos padalinio vadovas,http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,611313,Nendrių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611313,skos:broadMatch
http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,sodininkystės ir daržininkystės gamybos padalinio vadovas,http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,611315,Daržininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611315,skos:broadMatch
http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,sodininkystės ir daržininkystės gamybos padalinio vadovas,http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,611319,Braškių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611319,skos:broadMatch
http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,sodininkystės ir daržininkystės gamybos padalinio vadovas,http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,611322,Gėlininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611322,skos:broadMatch
http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883,sodininkystės ir daržininkystės ūkio darbininkas,http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883,611307,Kvalifikuotas šiltnamio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611307,skos:broadMatch
http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883,sodininkystės ir daržininkystės ūkio darbininkas,http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883,611302,Kvalifikuotas grybų ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611302,skos:broadMatch
http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883,sodininkystės ir daržininkystės ūkio darbininkas,http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883,611303,Kvalifikuotas medelyno darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611303,skos:broadMatch
http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883,sodininkystės ir daržininkystės ūkio darbininkas,http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883,611317,Kvalifikuotas daržininkystės darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611317,skos:broadMatch
http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883,sodininkystės ir daržininkystės ūkio darbininkas,http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883,611318,Medelyno daigyno darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611318,skos:broadMatch
http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883,sodininkystės ir daržininkystės ūkio darbininkas,http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883,611321,Kvalifikuotas braškių ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611321,skos:broadMatch
http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883,sodininkystės ir daržininkystės ūkio darbininkas,http://data.europa.eu/esco/occupation/1a9d99ba-4c08-4864-8f6a-1b0f2b4cf883,611306,Kvalifikuotas dekoratyvinės sodininkystės ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611306,skos:broadMatch
http://data.europa.eu/esco/occupation/98af7387-3974-457a-aa57-5397d1ea3949,interjero apželdintojas,http://data.europa.eu/esco/occupation/98af7387-3974-457a-aa57-5397d1ea3949,6113,"Sodininkai"","" daržininkai"","" medelynų ir daigynų darbuotojai",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=6113,skos:narrowMatch
http://data.europa.eu/esco/occupation/e7970c7a-7769-4002-87d3-0a8ea94fdd6f,kraštotvarkininkas,http://data.europa.eu/esco/occupation/e7970c7a-7769-4002-87d3-0a8ea94fdd6f,6113,"Sodininkai"","" daržininkai"","" medelynų ir daigynų darbuotojai",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=6113,skos:narrowMatch
http://data.europa.eu/esco/occupation/fa30c1cb-dbc5-409c-8124-7284592b123c,medžių prižiūrėtojas,http://data.europa.eu/esco/occupation/fa30c1cb-dbc5-409c-8124-7284592b123c,611325,Medžių genėtojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611325,skos:broadMatch
http://data.europa.eu/esco/occupation/fa30c1cb-dbc5-409c-8124-7284592b123c,medžių prižiūrėtojas,http://data.europa.eu/esco/occupation/fa30c1cb-dbc5-409c-8124-7284592b123c,611326,"Sumedėjusių augalų priežiūros darbuotojas"","" arboristas",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611326,skos:exactMatch
http://data.europa.eu/esco/isco/C6114,Mišriųjų kultūrinių augalų augintojai,http://data.europa.eu/esco/isco/C6114,611401,Kvalifikuotas mišriųjų kultūrinių augalų ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611401,skos:narrowMatch
http://data.europa.eu/esco/isco/C6114,Mišriųjų kultūrinių augalų augintojai,http://data.europa.eu/esco/isco/C6114,631001,Kvalifikuotas natūraliojo augalininkystės ūkio darbininkas ,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=631001,skos:narrowMatch
http://data.europa.eu/esco/isco/C6114,Mišriųjų kultūrinių augalų augintojai,http://data.europa.eu/esco/isco/C6114,631002,Natūraliojo ūkio kultūrinių augalų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=631002,skos:narrowMatch
http://data.europa.eu/esco/occupation/1b5ccfe7-1cc3-4f02-974c-f852d3faf57e,kultūrinių augalų ūkio vadovas,http://data.europa.eu/esco/occupation/1b5ccfe7-1cc3-4f02-974c-f852d3faf57e,611402,Ūkininkas mišriųjų kultūrinių augalų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611402,skos:exactMatch
http://data.europa.eu/esco/occupation/1b5ccfe7-1cc3-4f02-974c-f852d3faf57e,kultūrinių augalų ūkio vadovas,http://data.europa.eu/esco/occupation/1b5ccfe7-1cc3-4f02-974c-f852d3faf57e,611403,Mišriųjų kultūrinių augalų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=611403,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612101,Naminių gyvulių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612101,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612103,Galvijų augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612103,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612108,Audinių augintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612108,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612109,Kvalifikuotas pieno ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612109,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612110,Kvalifikuotas galvijų ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612110,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612111,Kvalifikuotas kiaulių ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612111,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612112,Kvalifikuotas avių ūkio darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612112,skos:broadMatch
http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,gyvulių augintojas,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,612113,Pieno ūkio ūkininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=612113,skos:broadMatch
