Mapping project name,ESCO - SE NOC v.2
Mapping project author,default-author
Mapping project version,N/A
Mapping project version date,2022-03-30
Classification 1 Name,Esco - yrken
Classification 1 Concept type,Occupation
Classification 1 Version,1.0.8
Classification 1 Language,sv
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation
Classification 2 Name,Swedish Standard Classification of Occupations
Classification 2 Concept type,unknown
Classification 2 Version,05.21
Classification 2 Language,sv
Classification 2 Landing page,


Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/771955d9-e988-47f3-b60f-207adb2cd571,"chef, fritidsanläggning",http://data.europa.eu/esco/occupation/771955d9-e988-47f3-b60f-207adb2cd571,erNK_nBe_14k,"Chefer för sport-, fritids- och kulturcenter",,skos:broadMatch
http://data.europa.eu/esco/isco/C2636,Präster,http://data.europa.eu/esco/isco/C2636,wA6t_jij_7q9,"Präst, romersk-katolsk kyrka",,skos:narrowMatch
http://data.europa.eu/esco/isco/C1213,Förvaltnings- och planeringschefer,http://data.europa.eu/esco/isco/C1213,f2EK_V1t_89m,Gatuchef,,skos:narrowMatch
http://data.europa.eu/esco/occupation/2a914d26-42aa-46b5-acf3-097d51ba4617,"civilingenjör, bygg",http://data.europa.eu/esco/occupation/2a914d26-42aa-46b5-acf3-097d51ba4617,bDCc_dTJ_qcd,"Civilingenjör, bygg",,skos:exactMatch
http://data.europa.eu/esco/occupation/c2efadc4-6f47-4f34-997b-dd80aba609dd,museipedagog,http://data.europa.eu/esco/occupation/c2efadc4-6f47-4f34-997b-dd80aba609dd,TFdz_Dvb_vwc,Museipedagog/Museilärare,,skos:exactMatch
http://data.europa.eu/esco/isco/C1324,Inköps- och distributionschefer m.fl.,http://data.europa.eu/esco/isco/C1324,zYzp_B3M_ujM,Leveranschef,,skos:narrowMatch
http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba,specialistsjuksköterska,http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba,dAmo_ydH_Fko,Ambulanssjuksköterska,,skos:narrowMatch
http://data.europa.eu/esco/occupation/b7744a45-a4ce-4037-b679-3d2377e17f31,"chef, stormarknad",http://data.europa.eu/esco/occupation/b7744a45-a4ce-4037-b679-3d2377e17f31,WWVG_4sM_faC,Butikschef,,skos:exactMatch
http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302,grundskollärare,http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302,VZoJ_4oe_xyR,"Lärare i grundskolan, årskurs 1-6",,skos:narrowMatch
http://data.europa.eu/esco/isco/C1221,Försäljnings- och marknadschefer,http://data.europa.eu/esco/isco/C1221,DcqL_E5d_uFe,Cityledare,,skos:narrowMatch
http://data.europa.eu/esco/occupation/6833077e-e521-4605-bc1a-893f4b3d811c,"produktutvecklare, textil",http://data.europa.eu/esco/occupation/6833077e-e521-4605-bc1a-893f4b3d811c,32bC_YdL_JtU,Produktutvecklare,,skos:broadMatch
