Mapping project name,ESCO - EE NOC v.3
Mapping project author,default-author
Mapping project version,N/A
Mapping project version date,2022-03-22
Classification 1 Name,ESCO ametirühmad ja ametid
Classification 1 Concept type,Occupation
Classification 1 Version,1.0.8
Classification 1 Language,et
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation
Classification 2 Name,Töötukassa ametite klassifikaator
Classification 2 Concept type,unknown
Classification 2 Version,07.21
Classification 2 Language,et
Classification 2 Landing page,


Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 URI,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/f272a521-1a38-4d34-a78e-3adeca95b977,teeremonditööline,http://data.europa.eu/esco/occupation/f272a521-1a38-4d34-a78e-3adeca95b977,http://data.europa.eu/esco/concept/estonian-occupations/9312.0000,"teeremonditööline, maanteetööline",,skos:broadMatch
http://data.europa.eu/esco/occupation/fb18dfef-2b90-4219-8b39-a5fcddb8f238,drenaažitööline,http://data.europa.eu/esco/occupation/fb18dfef-2b90-4219-8b39-a5fcddb8f238,http://data.europa.eu/esco/concept/estonian-occupations/9312.0000,"teeremonditööline, maanteetööline",,skos:broadMatch
http://data.europa.eu/esco/occupation/79082f76-4b11-4594-8437-2db567331f41,teekattemärgistuse paigaldaja,http://data.europa.eu/esco/occupation/79082f76-4b11-4594-8437-2db567331f41,http://data.europa.eu/esco/concept/estonian-occupations/9312.0000,"teeremonditööline, maanteetööline",,skos:broadMatch
http://data.europa.eu/esco/occupation/6eaf90cb-144d-486c-86e7-3d2bf4242525,liiklusmärkide paigaldaja,http://data.europa.eu/esco/occupation/6eaf90cb-144d-486c-86e7-3d2bf4242525,http://data.europa.eu/esco/concept/estonian-occupations/9312.0000,"teeremonditööline, maanteetööline",,skos:broadMatch
http://data.europa.eu/esco/occupation/fb7e2f4f-1545-42f1-972e-94082e49c6dc,hooneehituse lihttööline,http://data.europa.eu/esco/occupation/fb7e2f4f-1545-42f1-972e-94082e49c6dc,http://data.europa.eu/esco/concept/estonian-occupations/9313.0004,betooniabitööline (hooned),,skos:narrowMatch
http://data.europa.eu/esco/occupation/fb7e2f4f-1545-42f1-972e-94082e49c6dc,hooneehituse lihttööline,http://data.europa.eu/esco/occupation/fb7e2f4f-1545-42f1-972e-94082e49c6dc,http://data.europa.eu/esco/concept/estonian-occupations/9313.0000,"ehituse abitööline, ehituslihttööline (hooned)",,skos:exactMatch
http://data.europa.eu/esco/occupation/fb7e2f4f-1545-42f1-972e-94082e49c6dc,hooneehituse lihttööline,http://data.europa.eu/esco/occupation/fb7e2f4f-1545-42f1-972e-94082e49c6dc,http://data.europa.eu/esco/concept/estonian-occupations/9313.0002,"ehitusobjektide koristaja, ehituskoristustööline",,skos:narrowMatch
http://data.europa.eu/esco/occupation/f5cb9901-86fc-48d0-9cde-667fbe8cef3a,käsitsipakkija,http://data.europa.eu/esco/occupation/f5cb9901-86fc-48d0-9cde-667fbe8cef3a,http://data.europa.eu/esco/concept/estonian-occupations/9321.0000,käsitsipakkija,,skos:exactMatch
http://data.europa.eu/esco/occupation/87afe3f0-c891-45de-a498-ad2608471c86,rõivaste viimistleja-pakkija,http://data.europa.eu/esco/occupation/87afe3f0-c891-45de-a498-ad2608471c86,http://data.europa.eu/esco/concept/estonian-occupations/9321.0000,käsitsipakkija,,skos:narrowMatch
http://data.europa.eu/esco/occupation/fb18dfef-2b90-4219-8b39-a5fcddb8f238,drenaažitööline,http://data.europa.eu/esco/occupation/fb18dfef-2b90-4219-8b39-a5fcddb8f238,http://data.europa.eu/esco/concept/estonian-occupations/9312.0004,mullatööline,,skos:broadMatch
http://data.europa.eu/esco/occupation/245be6d1-fe9a-4ac8-9f81-122a687e4724,tööstuse lihttööline,http://data.europa.eu/esco/occupation/245be6d1-fe9a-4ac8-9f81-122a687e4724,http://data.europa.eu/esco/concept/estonian-occupations/9329.0000,"tehase abitööline, muu tootmise lihttööline",,skos:closeMatch
